ID_emp,Name,last_name,birth_date,Gender,area,salary,start_date,finish_date,promotion_date,type,fecha,hora,age
04-0170050,Matthew,Whines,1981-08-30,female,Engineering,122773,2013-08-14,NULL,,Remote,NULL,NULL,42
04-0287028,Reid,Riccelli,1969-09-23,male,Accounting,129286,2019-02-25,"2033-05-04 13:34:20",,Remote,2033-05-04,13:34:20,54
04-0397715,Codi,Workes,1969-09-19,male,Services,114029,2013-08-05,NULL,,Hybrid,NULL,NULL,54
04-0458144,Xerxes,Stango,1984-03-15,male,Services,141654,2016-02-23,NULL,,Hybrid,NULL,NULL,39
04-0486141,Zaneta,McKelvey,1978-02-03,male,"Research and Development",184479,2008-08-01,"2023-05-21 19:28:03",,Hybrid,2023-05-21,19:28:03,45
04-0486272,Scotti,Shropshire,1995-06-01,male,"Business Development",84150,2010-11-15,NULL,,Remote,NULL,NULL,28
04-0609290,Dorthea,Careswell,1975-07-09,female,Accounting,149424,2020-01-27,NULL,,Remote,NULL,NULL,48
04-0612394,Luz,Bus,1982-05-22,female,Services,110787,2000-11-23,NULL,,Hybrid,NULL,NULL,41
04-0617554,Waylen,Conley,1990-06-10,female,Engineering,182103,2020-01-27,NULL,,Remote,NULL,NULL,33
04-0645125,Daphne,"de Cullip",1979-04-02,male,Accounting,146897,2010-10-01,NULL,,Remote,NULL,NULL,44
04-0724749,Tomkin,Gives,1999-11-19,female,Services,115496,2001-06-01,NULL,,Hybrid,NULL,NULL,24
04-0790659,Leora,Rippingall,2001-02-14,male,Accounting,94945,2002-12-06,NULL,,Remote,NULL,NULL,22
04-0875007,Kimbell,Dibner,2000-01-13,female,Sales,87622,2016-12-23,NULL,,Hybrid,NULL,NULL,23
04-1000457,Whitman,Little,1999-10-27,male,Services,132815,2011-08-22,"2029-02-13 00:26:46",,Remote,2029-02-13,00:26:46,24
04-1066063,Celene,Killiam,1994-12-05,female,Accounting,114381,2004-05-02,"2011-09-27 23:51:02",,Hybrid,2011-09-27,23:51:02,28
04-1085395,Moore,Tarbet,1998-10-06,female,Services,175489,2019-12-16,NULL,,Remote,NULL,NULL,25
04-1119302,Libby,Magnus,1972-06-03,female,Auditing,137528,2014-05-24,NULL,,Hybrid,NULL,NULL,51
04-1160870,Fredericka,Bust,1997-08-17,female,Training,96470,2003-03-25,"2021-05-02 00:03:01",,Hybrid,2021-05-02,00:03:01,26
04-1234390,Yorker,Rainey,1976-02-06,male,Engineering,152278,2007-09-23,NULL,,Hybrid,NULL,NULL,47
04-1286704,Zahara,Annakin,1976-03-03,male,"Business Development",82132,2006-02-22,NULL,,Remote,NULL,NULL,47
04-1323143,Maynord,Burvill,1996-11-20,male,Engineering,82755,2002-03-15,NULL,,Remote,NULL,NULL,27
04-1372525,Lesley,Blowers,1997-12-07,male,"Human Resources",82927,2004-02-28,NULL,,Remote,NULL,NULL,25
04-1374177,Kendell,Cooksley,1972-11-25,male,Engineering,161696,2016-01-06,NULL,,Remote,NULL,NULL,51
04-1411959,Ellsworth,Stickins,1972-03-26,female,Engineering,158247,2013-04-10,NULL,,Hybrid,NULL,NULL,51
04-1436193,Karla,Braney,1983-04-03,female,Accounting,122107,2014-01-01,"2018-09-10 03:53:07",,Remote,2018-09-10,03:53:07,40
04-1500679,Phyllys,Rigbye,2000-02-26,male,Services,103423,2018-10-20,NULL,,Remote,NULL,NULL,23
04-1517613,Teodoor,Pedgrift,2002-06-11,female,Engineering,154630,2006-01-26,"2010-05-10 05:48:25",,Remote,2010-05-10,05:48:25,21
04-1599995,Cinderella,Garforth,1968-09-14,male,Support,108920,2020-07-21,"2039-06-12 00:11:39",,Hybrid,2039-06-12,00:11:39,55
04-1612765,Natalee,Veldstra,1970-03-18,male,"Product Management",89097,2006-09-02,NULL,,Hybrid,NULL,NULL,53
04-1633134,Karalynn,Liptrot,1966-05-24,male,Engineering,144334,2001-02-12,"2012-08-20 03:07:34",,Hybrid,2012-08-20,03:07:34,57
04-1678316,Trip,Drynan,2001-02-12,male,Sales,169361,2006-10-06,NULL,,Remote,NULL,NULL,22
04-1721497,Antonia,Hallyburton,2002-02-27,female,Engineering,171005,2005-09-02,NULL,,Remote,NULL,NULL,21
04-1746693,Gail,Adacot,1983-08-19,female,"Human Resources",128757,2009-04-22,NULL,,Hybrid,NULL,NULL,40
04-1788055,Stanfield,Sandhill,1971-11-09,male,Sales,87531,2011-06-02,NULL,,Remote,NULL,NULL,52
04-1818200,Jewell,Stigers,1987-12-14,female,"Research and Development",107731,2011-08-05,NULL,,Remote,NULL,NULL,35
04-1837197,Durand,Osmon,2001-12-02,female,"Human Resources",111651,2001-11-12,NULL,,Remote,NULL,NULL,22
04-1846467,Georgy,Snailham,1970-05-28,female,Services,115618,2009-01-10,"2020-02-25 04:02:35",,Hybrid,2020-02-25,04:02:35,53
04-1857862,Jonis,Twallin,1988-03-16,female,Training,95322,2007-08-02,NULL,,Remote,NULL,NULL,35
04-1871859,Denys,Jozwicki,2001-08-05,female,Accounting,110185,2001-03-21,NULL,,Hybrid,NULL,NULL,22
04-1923412,Cahra,Goodfellowe,2000-10-05,male,"Business Development",142626,2007-04-11,NULL,,Remote,NULL,NULL,23
04-1935901,Davine,Shickle,2000-02-24,male,Engineering,103170,2004-09-07,NULL,,Remote,NULL,NULL,23
04-1943845,Novelia,Gregory,1990-09-15,female,"Human Resources",145617,2002-11-24,NULL,,Remote,NULL,NULL,33
04-1956562,Winn,Burgis,1992-02-10,male,Engineering,76125,2001-04-04,NULL,,Remote,NULL,NULL,31
04-1988024,Adams,Schwandermann,1997-09-21,female,Support,68557,2009-06-14,NULL,,Hybrid,NULL,NULL,26
04-2016958,Arne,Olekhov,2002-06-01,female,Engineering,175951,2007-12-28,NULL,,Hybrid,NULL,NULL,21
04-2217131,Gerome,Woolsey,1968-04-30,male,Support,69767,2004-12-25,NULL,,Hybrid,NULL,NULL,55
04-2502697,Abdul,Baxster,1989-03-16,male,Services,142826,2008-04-08,NULL,,Hybrid,NULL,NULL,34
04-2503836,Berky,Franek,1976-06-10,male,"Human Resources",126523,2016-09-18,"2031-06-15 06:21:31",,Hybrid,2031-06-15,06:21:31,47
04-2541887,Viva,Posthill,1976-02-03,female,Engineering,170318,2007-10-15,NULL,,Hybrid,NULL,NULL,47
04-2559661,Benji,Lilburne,1970-12-18,male,Marketing,138260,2019-11-03,NULL,,Remote,NULL,NULL,52
04-2578689,Ciro,Byford,1968-03-03,male,"Business Development",107081,2002-05-31,"2005-08-28 15:20:14",,Hybrid,2005-08-28,15:20:14,55
04-2591163,Kessiah,Hubbuck,1984-03-20,male,Accounting,102971,2015-04-07,NULL,,Remote,NULL,NULL,39
04-2618469,Emilie,Parlott,1980-05-06,male,Engineering,102313,2009-03-07,NULL,,Hybrid,NULL,NULL,43
04-2654803,Angelica,Hutchinson,1988-07-21,female,"Business Development",109904,2005-08-12,NULL,,Remote,NULL,NULL,35
04-2669440,Belva,Howard,1990-10-01,female,Engineering,157120,2016-07-04,NULL,,Remote,NULL,NULL,33
04-2717361,Melitta,Sictornes,1986-02-12,female,Engineering,180247,2016-01-10,NULL,,Remote,NULL,NULL,37
04-2743367,Gleda,Tingcomb,1982-05-04,male,Support,174389,2007-10-31,"2028-08-01 01:04:27",,Hybrid,2028-08-01,01:04:27,41
04-2778809,Maryl,"Di Franceshci",1988-08-20,female,Sales,86753,2020-10-22,NULL,,Hybrid,NULL,NULL,35
04-2949941,Elisha,D'Onisi,2000-09-09,male,Accounting,137641,2009-03-19,NULL,,Hybrid,NULL,NULL,23
04-3018897,Steward,Matheson,1973-11-29,male,"Research and Development",84156,2002-11-23,"2021-10-27 11:39:17",,Hybrid,2021-10-27,11:39:17,50
04-3024359,Ignacius,Axup,1970-11-03,male,"Human Resources",131786,2012-09-23,NULL,,Remote,NULL,NULL,53
04-3041766,Conney,Boice,1971-08-07,female,"Business Development",137117,2017-06-16,NULL,,Hybrid,NULL,NULL,52
04-3121457,Dewain,Sheryn,1993-06-18,male,Engineering,134920,2010-08-11,NULL,,Remote,NULL,NULL,30
04-3294525,Tracee,Tregoning,1998-09-03,female,"Human Resources",177536,2002-05-03,NULL,,Remote,NULL,NULL,25
04-3311629,Kailey,Eick,1976-10-26,male,Engineering,80677,2018-08-31,NULL,,Hybrid,NULL,NULL,47
04-3339181,Marthe,Cardenoso,2001-03-04,male,Training,166630,2012-10-12,NULL,,Remote,NULL,NULL,22
04-3438253,Murdoch,Karran,1970-05-13,female,"Product Management",95680,2008-06-22,"2027-01-20 17:27:39",,Hybrid,2027-01-20,17:27:39,53
04-3481867,Elga,Clough,1993-12-25,female,Accounting,67861,2003-12-17,NULL,,Hybrid,NULL,NULL,29
04-3494381,Ermin,Neachell,1984-01-24,male,Sales,81463,2018-05-05,NULL,,Remote,NULL,NULL,39
04-3638607,Ardelis,Hartill,1994-02-25,male,Support,96241,2013-06-13,"2029-10-16 14:36:19",,Hybrid,2029-10-16,14:36:19,29
04-3674710,Borg,Anwell,1967-04-21,female,"Business Development",162671,2004-10-12,"2020-12-02 18:44:23",,Remote,2020-12-02,18:44:23,56
04-3676583,Martguerita,Joubert,1988-02-09,male,Services,89915,2011-11-05,NULL,,Hybrid,NULL,NULL,35
04-3693859,Garth,Laughton,1999-01-20,male,Legal,118061,2005-08-24,NULL,,Remote,NULL,NULL,24
04-3725112,Maurita,Spino,1970-03-10,female,Engineering,178723,2003-06-11,"2008-01-10 19:51:24",,Remote,2008-01-10,19:51:24,53
04-3836718,Archy,Midgely,1985-08-13,male,Engineering,118244,2010-07-28,NULL,,Hybrid,NULL,NULL,38
04-3868074,Elmer,Aviss,1979-05-16,male,"Human Resources",88697,2012-05-25,"2025-03-21 02:53:51",,Remote,2025-03-21,02:53:51,44
04-3958437,Nanete,Antonomolii,1995-05-08,female,Engineering,106408,2002-11-13,NULL,,Hybrid,NULL,NULL,28
04-4001420,Kordula,Enrique,1999-03-04,female,Sales,111766,2017-03-15,NULL,,Hybrid,NULL,NULL,24
04-4059376,Levin,Rosenfeld,1988-08-12,male,Engineering,149109,2003-12-07,"2021-02-25 13:43:01",,Remote,2021-02-25,13:43:01,35
04-4062784,Zarla,Scudamore,1996-10-06,female,Engineering,177254,2004-08-19,NULL,,Hybrid,NULL,NULL,27
04-4191796,Nanci,Maevela,1970-11-05,female,Sales,85242,2004-10-27,NULL,,Hybrid,NULL,NULL,53
04-4214287,Rickie,Strelitzki,1977-04-25,male,Engineering,164684,2009-05-19,NULL,,Hybrid,NULL,NULL,46
04-4219018,Abigail,Kordova,1976-06-10,male,"Business Development",68455,2008-07-14,NULL,,Remote,NULL,NULL,47
04-4268745,Aldus,Hue,1980-01-03,female,Engineering,150336,2003-08-27,NULL,,Remote,NULL,NULL,43
04-4276662,Ashlen,Kleisle,1993-07-22,male,Engineering,94934,2000-10-28,NULL,,Remote,NULL,NULL,30
04-4365552,Zandra,Semaine,2002-03-31,female,Engineering,124513,2008-08-10,NULL,,Remote,NULL,NULL,21
04-4427497,Kalie,Hamsley,1970-04-12,male,Engineering,166340,2018-10-31,NULL,,Remote,NULL,NULL,53
04-4432591,Mitchael,Kilpin,1984-03-06,female,Accounting,145044,2006-08-31,NULL,,Remote,NULL,NULL,39
04-4433754,Erskine,Kunkler,2001-10-10,female,Accounting,132574,2012-03-16,NULL,,Remote,NULL,NULL,22
04-4464846,Eloisa,Colafate,1988-05-18,male,Engineering,132753,2006-09-17,"2021-03-17 10:43:01",,Hybrid,2021-03-17,10:43:01,35
04-4466129,Fin,Brigginshaw,1987-06-05,female,Engineering,79062,2001-10-28,NULL,,Hybrid,NULL,NULL,36
04-4479364,Barron,Zannelli,1978-07-08,male,Engineering,162417,2018-07-25,NULL,,Hybrid,NULL,NULL,45
04-4546187,Rosmunda,Slack,1980-08-17,male,Sales,176029,2003-03-16,NULL,,Remote,NULL,NULL,43
04-4554597,Theresa,Imlaw,1977-05-16,female,Engineering,114869,2016-01-23,NULL,,Hybrid,NULL,NULL,46
04-4651229,Magda,Divina,1973-01-14,male,Engineering,142300,2015-08-25,NULL,,Remote,NULL,NULL,50
04-4671409,Sawyer,Braunds,1971-04-11,female,"Business Development",80294,2012-09-15,"2013-08-18 21:29:29",,Hybrid,2013-08-18,21:29:29,52
04-4699295,Rafferty,Arnoult,1998-10-22,female,Accounting,131874,2007-07-23,NULL,,Hybrid,NULL,NULL,25
04-4750324,Luther,Dedenham,1977-04-11,male,"Human Resources",173446,2007-04-10,NULL,,Hybrid,NULL,NULL,46
04-5001304,Sadella,Colcutt,1991-10-06,female,Training,124335,2001-07-30,NULL,,Remote,NULL,NULL,32
04-5004960,Allianora,Hardage,1994-01-15,male,"Human Resources",133422,2005-01-02,NULL,,Hybrid,NULL,NULL,29
04-5047920,Kelby,Rycroft,1971-03-25,male,Legal,164713,2005-08-29,NULL,,Hybrid,NULL,NULL,52
04-5106789,Hartwell,Bercher,1981-06-06,male,"Product Management",162982,2015-10-11,NULL,,Hybrid,NULL,NULL,42
04-5137134,Kira,Gilling,1970-02-11,female,Engineering,172758,2014-11-07,NULL,,Hybrid,NULL,NULL,53
04-5174787,Arlene,Arkow,1980-02-05,male,Accounting,96632,2016-12-22,NULL,,Hybrid,NULL,NULL,43
04-5251016,Brande,Yeabsley,1974-01-16,male,Engineering,166664,2000-11-26,NULL,,Hybrid,NULL,NULL,49
04-5442533,Tarrah,Oven,1995-02-25,male,Engineering,131785,2019-01-25,NULL,,Remote,NULL,NULL,28
04-5505426,Tanner,Bernardot,1970-08-02,male,Legal,114395,2015-11-03,NULL,,Hybrid,NULL,NULL,53
04-5534953,Mohandis,Stanman,1991-09-15,female,Accounting,138856,2009-09-14,"2027-12-06 12:54:48",,Hybrid,2027-12-06,12:54:48,32
04-5559550,Husain,Khosa,1985-03-05,female,"Product Management",93283,2008-12-28,NULL,,Hybrid,NULL,NULL,38
04-5561977,Malory,Bennion,1976-12-27,male,"Product Management",159621,2003-05-23,NULL,,Hybrid,NULL,NULL,46
04-5566039,Barb,Allman,1972-11-01,male,Support,138778,2011-04-22,"2012-06-29 21:04:12",,Hybrid,2012-06-29,21:04:12,51
04-5655503,Blakeley,Cleaton,1971-09-12,male,"Research and Development",90185,2018-10-14,NULL,,Remote,NULL,NULL,52
04-5660966,Worthy,Wilbor,1974-10-24,female,Accounting,73547,2009-05-25,NULL,,Hybrid,NULL,NULL,49
04-5711643,Ceciley,Hains,1997-05-21,female,Accounting,77931,2006-11-18,NULL,,Hybrid,NULL,NULL,26
04-5732717,Gabbey,Spurway,1971-10-09,male,Training,133779,2004-03-01,NULL,,Hybrid,NULL,NULL,52
04-5735917,Jean,Bricksey,1973-12-03,male,Support,114965,2011-10-09,NULL,,Remote,NULL,NULL,50
04-5783300,Nollie,Torrance,1994-08-28,female,Training,87952,2008-07-26,NULL,,Remote,NULL,NULL,29
04-5849812,Nolly,Pfaffel,1994-07-30,female,Engineering,90980,2004-06-04,NULL,,Remote,NULL,NULL,29
04-5882101,Renado,Stenton,1989-12-31,female,"Human Resources",130802,2007-10-11,"2023-12-29 22:53:03",,Remote,2023-12-29,22:53:03,33
04-5902611,Cammi,Cristobal,2000-08-09,female,"Research and Development",150222,2001-11-19,NULL,,Remote,NULL,NULL,23
04-5989996,Chauncey,Dulwitch,1971-04-02,male,Engineering,181552,2006-01-02,NULL,,Remote,NULL,NULL,52
04-6009178,Yuri,Mathiot,1993-07-28,female,Services,71897,2002-12-20,"2021-07-27 23:27:26",,Remote,2021-07-27,23:27:26,30
04-6046125,Mary,Howling,1988-01-11,female,Training,98718,2006-09-20,"2021-08-29 22:38:32",,Remote,2021-08-29,22:38:32,35
04-6046491,Elfrieda,Swindles,2001-01-06,female,Sales,65776,2001-08-03,NULL,,Remote,NULL,NULL,22
04-6121329,Rhiamon,Saynor,1994-03-16,male,Services,130127,2014-07-13,"2016-05-26 13:42:23",,Hybrid,2016-05-26,13:42:23,29
04-6205286,Bridie,Stansby,1967-12-31,female,Engineering,83536,2006-09-11,NULL,,Remote,NULL,NULL,55
04-6225864,Wilbur,Pigott,1977-06-07,male,Training,139933,2002-08-30,NULL,,Remote,NULL,NULL,46
04-6350506,Oliy,Beharrell,1981-09-04,male,Engineering,90936,2009-12-30,"2014-03-17 17:15:55",,Remote,2014-03-17,17:15:55,42
04-6370787,Liuka,Cowwell,1977-10-14,male,Engineering,108220,2012-02-09,"2015-02-05 14:24:51",,Hybrid,2015-02-05,14:24:51,46
04-6380002,Ichabod,Ainsley,1971-02-13,male,Services,162637,2003-03-12,NULL,,Hybrid,NULL,NULL,52
04-6461214,Jolie,Pleasance,1992-04-08,male,Accounting,182462,2008-09-30,NULL,,Remote,NULL,NULL,31
04-6505819,Marten,Wrankmore,1969-11-19,male,Accounting,164614,2011-06-18,NULL,,Remote,NULL,NULL,54
04-6520914,Morey,Heathcoat,1996-11-07,male,"Research and Development",69302,2008-08-30,"2017-06-25 11:10:33",,Remote,2017-06-25,11:10:33,27
04-6527902,Emlyn,Greguoli,1975-05-09,female,"Research and Development",166070,2018-04-13,NULL,,Remote,NULL,NULL,48
04-6560350,Caresa,Kuzma,1971-05-04,female,Engineering,152082,2010-07-08,NULL,,Remote,NULL,NULL,52
04-6635951,Bale,Jaggard,1987-04-10,male,Training,94420,2008-11-30,NULL,,Hybrid,NULL,NULL,36
04-6663890,Gloria,Livett,1987-05-06,male,Training,152087,2013-08-08,NULL,,Remote,NULL,NULL,36
04-6722722,Jacqui,Andreopolos,1966-03-08,male,Accounting,131824,2007-12-29,"2010-11-04 23:40:49",,Remote,2010-11-04,23:40:49,57
04-6817482,Enrique,Montier,1977-02-22,female,Engineering,117744,2014-04-28,NULL,,Remote,NULL,NULL,46
04-6822238,Edik,Redington,1996-01-22,female,Marketing,125858,2016-08-13,NULL,,Hybrid,NULL,NULL,27
04-6834297,Bab,Todari,1981-12-26,male,"Human Resources",84875,2006-12-17,NULL,,Remote,NULL,NULL,41
04-6856333,Nollie,Tilte,1976-02-02,female,Accounting,170692,2011-04-17,NULL,,Remote,NULL,NULL,47
04-6904108,Torin,Manterfield,2000-12-26,male,Accounting,96908,2015-02-14,NULL,,Remote,NULL,NULL,22
04-6936675,Dolorita,Olver,1983-10-05,male,Engineering,88682,2008-06-08,NULL,,Hybrid,NULL,NULL,40
04-6971800,Fredrick,Soles,1966-11-23,female,Engineering,152069,2006-04-20,"2026-04-25 09:18:22",,Remote,2026-04-25,09:18:22,57
04-6982956,Rossy,Wheeldon,1982-07-23,male,Accounting,85665,2012-12-04,NULL,,Remote,NULL,NULL,41
04-6985646,Derrick,Haddrell,1988-04-15,male,Legal,156817,2014-02-13,NULL,,Hybrid,NULL,NULL,35
04-6999027,Karrah,Culligan,1992-08-08,female,"Product Management",163733,2015-08-08,NULL,,Hybrid,NULL,NULL,31
04-7002972,Pooh,Howsley,1971-11-19,female,Engineering,136277,2020-11-29,NULL,,Hybrid,NULL,NULL,52
04-7054187,Laverna,Maryott,1974-08-30,male,Engineering,174490,2016-03-14,NULL,,Remote,NULL,NULL,49
04-7056392,Ursulina,Jaeggi,1983-04-20,female,Engineering,119462,2009-08-06,NULL,,Hybrid,NULL,NULL,40
04-7074342,Garrett,Hebblethwaite,2001-06-08,male,Sales,125824,2012-06-24,NULL,,Remote,NULL,NULL,22
04-7075892,Idell,Antonutti,1991-12-26,male,Accounting,119609,2010-12-26,NULL,,Hybrid,NULL,NULL,31
04-7127492,Leesa,Easterby,1980-07-09,male,Accounting,66309,2015-10-21,NULL,,Remote,NULL,NULL,43
04-7137130,Doloritas,Jakobssen,1977-06-06,female,Training,144321,2011-06-16,NULL,,Remote,NULL,NULL,46
04-7219997,Emmie,Ambrogetti,1970-04-11,male,Accounting,120564,2001-09-14,NULL,,Hybrid,NULL,NULL,53
04-7259950,Rivalee,Smissen,1994-12-06,female,"Human Resources",112328,2007-03-27,NULL,,Remote,NULL,NULL,28
04-7312784,Clovis,Baggaley,1987-07-26,female,Accounting,92876,2004-04-16,NULL,,Hybrid,NULL,NULL,36
04-7342249,Sayer,Bremond,1997-07-27,male,"Product Management",113591,2005-04-23,NULL,,Hybrid,NULL,NULL,26
04-7357192,Rosie,Comport,1991-12-31,male,Legal,118741,2005-09-13,NULL,,Remote,NULL,NULL,31
04-7471292,Corabel,Titterell,1994-02-09,male,Engineering,66009,2020-05-24,NULL,,Hybrid,NULL,NULL,29
04-7471847,Laetitia,Boast,1974-08-10,male,Training,91854,2016-07-09,NULL,,Hybrid,NULL,NULL,49
04-7487075,Felike,Escalero,1998-02-16,male,"Research and Development",137152,2004-05-24,NULL,,Remote,NULL,NULL,25
04-7558066,Greta,Cuttings,1999-04-07,female,Training,122745,2004-01-05,NULL,,Hybrid,NULL,NULL,24
04-7692870,Prudence,Mariel,1990-04-24,female,"Product Management",160867,2001-10-17,"2003-08-08 12:56:23",,Remote,2003-08-08,12:56:23,33
04-7725885,Thomasina,Weedall,1982-04-15,male,Engineering,105672,2010-01-13,NULL,,Remote,NULL,NULL,41
04-7727177,Cosetta,Blakebrough,1988-09-08,female,Engineering,77690,2001-10-09,NULL,,Remote,NULL,NULL,35
04-7753978,Elias,Ashtonhurst,1989-11-29,male,"Human Resources",117031,2017-07-19,NULL,,Remote,NULL,NULL,34
04-7788254,Ralph,Denty,1993-12-15,female,Services,167794,2003-11-01,NULL,,Remote,NULL,NULL,29
04-7832642,Rhona,Heymann,1998-07-09,female,Engineering,171394,2001-11-24,NULL,,Hybrid,NULL,NULL,25
04-7877401,Hall,Phateplace,1975-07-10,male,Services,118558,2012-02-02,NULL,,Hybrid,NULL,NULL,48
04-7940309,Alasdair,Rudman,1993-09-08,female,"Business Development",113517,2020-01-26,NULL,,Remote,NULL,NULL,30
04-7952482,Roi,Bigham,1985-01-03,female,Engineering,182953,2019-02-05,NULL,,Remote,NULL,NULL,38
04-7977507,Doralyn,Dowda,1975-05-08,male,Sales,103451,2005-02-27,NULL,,Remote,NULL,NULL,48
04-7997996,Evelyn,Kenson,1968-04-22,female,"Business Development",120940,2019-09-06,NULL,,Hybrid,NULL,NULL,55
04-8123141,Fallon,Emtage,1987-04-18,male,Sales,150573,2014-06-16,NULL,,Remote,NULL,NULL,36
04-8145836,Bret,Pinare,1995-10-13,male,Legal,70165,2003-05-17,NULL,,Hybrid,NULL,NULL,28
04-8155551,Burgess,Reford,1965-11-25,male,Engineering,101486,2001-05-11,NULL,,Remote,NULL,NULL,58
04-8210857,Florry,Bowart,1968-11-28,female,Engineering,81254,2003-12-15,NULL,,Hybrid,NULL,NULL,55
04-8218593,Marie,Yggo,1974-05-04,female,"Business Development",100054,2011-11-20,NULL,,Remote,NULL,NULL,49
04-8230549,Husain,Jozsika,1971-03-20,female,"Human Resources",150036,2007-01-09,NULL,,Hybrid,NULL,NULL,52
04-8313823,Addia,Coddington,1978-09-06,female,Engineering,180991,2011-12-21,NULL,,Remote,NULL,NULL,45
04-8419818,Ermengarde,Wilkisson,2001-12-31,female,"Human Resources",108434,2013-08-27,NULL,,Remote,NULL,NULL,21
04-8452576,Blair,Sesser,1967-01-05,male,Support,123209,2004-06-27,NULL,,Remote,NULL,NULL,56
04-8455771,Raviv,Laverick,1968-10-14,female,Services,154565,2016-08-07,NULL,,Hybrid,NULL,NULL,55
04-8554048,Dina,Bibby,2001-06-09,female,Engineering,140435,2002-07-13,NULL,,Remote,NULL,NULL,22
04-8572021,Hurleigh,MacNeilley,1996-08-09,male,"Human Resources",128556,2011-05-20,NULL,,Remote,NULL,NULL,27
04-8612760,Cleo,Petrolli,1967-02-18,female,Engineering,120699,2014-07-25,NULL,,Hybrid,NULL,NULL,56
04-8650219,Orelee,Hazley,1981-12-14,male,"Research and Development",107675,2001-12-06,NULL,,Hybrid,NULL,NULL,41
04-8658807,Carr,Coyish,1979-09-17,male,Support,76501,2008-05-05,NULL,,Hybrid,NULL,NULL,44
04-8679451,Sarge,Reah,1969-11-13,male,Support,96369,2002-12-31,NULL,,Hybrid,NULL,NULL,54
04-8692226,Lilllie,Totton,1997-11-03,male,"Human Resources",132980,2004-01-24,"2021-02-12 05:02:51",,Hybrid,2021-02-12,05:02:51,26
04-8702203,Sabine,Capner,1969-12-24,male,"Human Resources",155189,2015-06-13,NULL,,Hybrid,NULL,NULL,53
04-8762012,Dudley,Breche,1998-06-13,male,Engineering,116115,2006-08-09,NULL,,Remote,NULL,NULL,25
04-8824676,Erl,Newlin,1974-12-22,female,Accounting,88879,2012-06-27,NULL,,Hybrid,NULL,NULL,48
04-8851176,Tabb,McLenahan,1976-06-10,female,Accounting,73446,2005-04-17,"2018-02-20 21:15:37",,Hybrid,2018-02-20,21:15:37,47
04-8896795,Lyndy,Filipov,1992-05-16,male,Training,144833,2018-05-02,NULL,,Remote,NULL,NULL,31
04-8922766,Mickie,Mott,1997-10-22,male,"Human Resources",104001,2014-10-10,NULL,,Remote,NULL,NULL,26
04-9023814,Regan,Gumby,1995-03-26,female,"Product Management",178785,2002-05-22,NULL,,Remote,NULL,NULL,28
04-9035508,Meir,Bramham,1990-11-17,male,Services,172115,2005-10-13,NULL,,Hybrid,NULL,NULL,33
04-9121460,Mireille,Hacker,1978-04-03,female,Accounting,176859,2005-01-08,NULL,,Remote,NULL,NULL,45
04-9122557,Abbott,Despenser,1991-06-05,male,Accounting,65890,2013-07-25,NULL,,Hybrid,NULL,NULL,32
04-9142144,Nissie,Petrolli,1988-07-13,male,Sales,102320,2003-05-21,"2006-11-03 19:15:42",,Remote,2006-11-03,19:15:42,35
04-9252730,Fara,Filippo,1987-08-02,female,Engineering,84424,2008-03-25,NULL,,Remote,NULL,NULL,36
04-9253646,Blondell,Sedgeworth,1971-10-27,female,Services,98663,2005-06-26,NULL,,Hybrid,NULL,NULL,52
04-9300137,Lucila,Artinstall,1966-12-22,male,Engineering,77789,2019-08-10,NULL,,Hybrid,NULL,NULL,56
04-9354177,Ernesta,Baudou,1970-04-25,female,Sales,161609,2011-09-19,NULL,,Hybrid,NULL,NULL,53
04-9405754,Julita,Shakspeare,1975-11-18,female,Accounting,147503,2005-03-28,NULL,,Hybrid,NULL,NULL,48
04-9424955,Sigfried,Seaborne,1979-10-30,female,Training,85457,2008-11-24,NULL,,Hybrid,NULL,NULL,44
04-9442526,Gregor,Kettlestringe,2002-09-03,female,Support,170280,2018-11-21,NULL,,Hybrid,NULL,NULL,21
04-9453103,Berny,Meth,1997-01-02,male,Training,86686,2020-05-31,NULL,,Hybrid,NULL,NULL,26
04-9457742,Natalie,Hurler,1994-06-12,male,Services,103476,2006-07-21,NULL,,Remote,NULL,NULL,29
04-9490893,Zeke,Berka,1980-08-25,female,"Human Resources",77208,2008-07-22,NULL,,Remote,NULL,NULL,43
04-9568148,Kalie,O'Coskerry,1977-06-07,male,"Research and Development",87298,2010-03-13,NULL,,Remote,NULL,NULL,46
04-9655710,Sayers,Reveland,1966-08-28,female,Accounting,111229,2003-04-14,NULL,,Hybrid,NULL,NULL,57
04-9670949,Chad,Scamadine,1983-09-08,male,Services,128380,2012-05-06,NULL,,Hybrid,NULL,NULL,40
04-9686684,Evvie,Longforth,1994-10-14,female,Support,180789,2009-12-24,NULL,,Hybrid,NULL,NULL,29
04-9803997,Teodoro,Ensten,1974-03-21,female,Engineering,76682,2011-10-26,"2031-05-17 19:10:25",,Remote,2031-05-17,19:10:25,49
04-9950083,Prescott,Plaunch,1989-05-28,male,Training,108183,2014-12-20,NULL,,Hybrid,NULL,NULL,34
04-9974284,Emlyn,Beard,1989-07-26,female,"Product Management",174796,2004-08-28,NULL,,Hybrid,NULL,NULL,34
05-0004348,Powell,Shelliday,1984-03-23,female,Legal,106026,2010-01-27,NULL,,Hybrid,NULL,NULL,39
05-0069118,Dreddy,"Le Blond",1973-11-21,male,Engineering,174342,2004-01-19,NULL,,Hybrid,NULL,NULL,50
